證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,本益比,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
2912,統一超       ,200712,77971,68.45,17.2854,3.8542,0.44121,0.063241,0.19677,0.035578,0.025513,2.1114,85.93,53.91,14.16,64.13,-1.33,-6.13,-4.9233,1
9904,寶成         ,200712,76360,22.79,11.5685,1.3038,0.29002,0.024149,0.05239,0.076418,0.024403,1.1694,137.27,96.06,7.69,7.11,22.79,-5.4,-44.6687,1
2606,裕民         ,200712,76020,66.79,6.3308,2.3103,3.8831,0.25052,0.36493,0.60038,0.61336,0.45669,454.06,448.47,0,26.04,137.52,87.19,-50.3668,-1
6116,彩晶         ,200712,73240,12.34,4.3147,0.91543,0.80078,0.13617,0.2078,0.13852,0.18339,0.52602,158.83,135.6,12.5,5.08,324.8,400.3,-65.316,-1
2371,大同         ,200712,70682,15.75,19.4444,1.5188,0.29346,0.01102,0.029332,0.057195,0.015619,1.6618,106.61,79.19,6.38,5.63,223.33,160.2,-61.3333,-1
2105,正新         ,200712,69059,31.31,7.3326,1.5781,0.63651,0.080885,0.19426,0.11904,0.086882,1.4018,118.37,62.53,5.74,10.97,205.17,199.69,-37.0489,1
3034,聯詠         ,200712,67146,94.22,6.7204,2.9243,1.4115,0.28275,0.43469,0.20985,0.20985,0.53737,245.05,219.83,9.58,3.49,19.44,20.84,-70.5477,-1
6239,力成         ,200712,64252,87,7.852,2.723,1.9804,0.16363,0.3469,0.28998,0.2523,1.12,123.82,105.04,17.8,4.99,36.86,27.83,-44.5172,1
1802,台玻         ,200712,63736,29.84,16.2174,1.3582,1.7772,0.055205,0.075087,0.12288,0.10946,0.36013,204.78,135.86,4.76,7.72,48.12,43.26,-41.8901,1
6244,茂迪         ,200712,61328,191.05,15.2231,2.9361,2.5125,0.13822,0.18165,0.1544,0.1558,0.31415,531.5,352.61,5.97,14.21,10.68,8.14,-67.6158,-1
2615,萬海         ,200712,61132,25.46,8.3475,1.5591,0.86452,0.07302,0.18576,0.10351,0.10317,1.544,159.76,150.86,0,15.5,95.18,102.55,-44.4226,1
3037,欣興         ,200712,60254,49.84,9.145,1.8569,1.1142,0.096611,0.17724,0.15337,0.12187,0.83458,107.36,84.22,9.56,4.65,29.31,33.06,-73.9165,-1
2610,華航         ,200712,59271,20.86,-33.1111,1.5383,0.63675,-0.010603,-0.042997,0.015443,-0.018895,3.0552,60.83,46.79,0,11.2,-49.32,-298.19,-47.651,1
2609,陽明         ,200712,58450,21.28,8.1846,0.98246,0.37034,0.053302,0.11829,0.042779,0.044994,1.2192,124,91.19,0,30.75,299.06,419.12,-53.1015,-1
5387,茂德         ,200712,58350,8.7,-7.8378,0.76182,1.2151,-0.043342,-0.095943,-0.14022,-0.15291,1.2136,101.34,53.67,4.96,5.94,-140.42,-151.77,-72.069,-1
5522,遠雄         ,200712,55630,66.61,10.4568,2.8035,2.7299,0.12192,0.26797,0.2668,0.26117,1.1979,169.84,12.46,0.44,10.95,31.7,27.3,-68.6233,-1
2352,佳世達       ,200712,55093,32.8,10.5466,2.1053,0.301,0.040373,0.17232,-0.022812,0.028497,3.2682,107.7,52.72,6.48,8.78,86.27,122.02,-80.1829,-1
1434,福懋         ,200712,55088,26.04,5.9588,0.72013,1.0585,0.08356,0.11541,0.054741,0.17811,0.38112,155.31,80.54,4.48,7.92,12.63,119.82,-40.9754,1
3008,大立光       ,200712,54058,382.7,18.7231,4.754,8.1791,0.23003,0.25392,0.49586,0.43687,0.10388,663.69,592.79,4.06,3.05,-29.09,-33.94,-49.9686,1
5483,中美晶       ,200712,52572,178.6,19.5191,5.7837,4.8851,0.16197,0.2948,0.2715,0.24896,0.82015,134.11,77.55,4.09,6.56,89.62,102.93,-71.8365,-1
2618,長榮航       ,200712,52312,22.43,-46.7292,1.9675,0.87892,-0.01182,-0.039779,-0.011528,-0.018933,2.3653,97.64,60.62,3139.44,9.51,33.76,-21.61,-44.4494,1
2384,勝華         ,200712,51100,43.5,79.0909,1.7484,1.5812,0.010203,0.020684,0.031583,0.018733,1.0272,113.1,67.42,3.78,5.4,-63.55,-73.33,-85.2414,-1
2379,瑞昱         ,200712,50911,100.95,30.5909,2.7658,2.8892,0.088439,0.11324,0.17953,0.11868,0.28044,313.6,272.57,5.82,8.33,20.58,-30.87,-69.7078,-1
2006,東鋼         ,200712,50588,44.62,9.219,1.9875,1.018,0.13299,0.20572,0.12739,0.10606,0.5469,146.83,71.12,5.01,7.02,13.62,24.87,-57.8888,-1
3044,健鼎         ,200712,50274,98.62,10.5929,3.167,1.5499,0.13454,0.29846,0.14727,0.14639,1.2184,100.9,67.86,7.26,3.87,26.46,31.14,-69.5903,-1
2315,神達         ,200712,46390,28.04,6.8894,1.1836,0.44557,0.083777,0.16631,0.054368,0.062605,0.98516,136.34,98.1,6.74,5.56,-13.2,2.62,-58.7019,-1
2207,和泰         ,200712,46097,74.09,11.8925,2.1036,0.42113,0.048245,0.1553,0.04378,0.035433,2.219,114.93,99.32,20.42,3.26,2.82,-2.84,-37.36,1
2201,裕隆         ,200712,45942,29.62,13.9061,0.77216,1.0628,0.028151,0.049647,0.020279,0.075942,0.76357,123.27,92.63,4.47,2.02,-58.47,5.46,-52.971,-1
2337,旺宏         ,200712,45750,11.64,7.5097,0.98644,1.4024,0.10298,0.12782,0.15087,0.18354,0.24118,405.73,311.17,3.62,8.03,104.05,131.4,-36.6838,1
8078,華寶         ,200712,45643,65.95,9.3546,2.9721,0.76067,0.16587,0.31669,0.059852,0.081297,0.90929,194.72,168.01,16.13,6.71,-44.97,-24.4,-74.0561,-1
2356,英業達       ,200712,45642,12.88,5.5517,0.85695,0.11922,0.052717,0.15128,0.012229,0.021493,1.8696,113.43,82.68,13.65,5.83,-28.16,-8.19,-44.0217,1
3189,景碩         ,200712,44410,87.24,9.8243,2.1509,2.9246,0.19175,0.21901,0.28958,0.29777,0.14219,502.92,461.73,10.34,5.76,-4.71,-1.33,-66.9647,-1
2903,遠百         ,200712,43997,32.9,22.381,1.48,0.40657,0.019221,0.053006,0.039143,0.018184,1.7578,48.01,38.99,32.75,76.92,25.2,140.82,-48.1155,1
1605,華新         ,200712,43473,13.02,25.5294,0.65724,0.25524,0.013723,0.025009,0.015727,0.0099614,0.82248,144.68,85.99,8.7,14.11,-62.41,-82.11,-51.1521,-1
6182,合晶         ,200712,42840,156.69,26.115,6.9982,3.9769,0.10676,0.17539,0.26167,0.15,0.64275,194.88,140.5,4.21,7.69,123.1,93.51,-75.0718,-1
2393,億光         ,200712,41768,101.55,15.5038,3.4742,3.5126,0.12518,0.21493,0.22176,0.21776,0.71696,257.75,220.45,7.62,3.92,19.86,16.82,-60.7779,-1
5347,世界         ,200712,41321,20.74,8.1333,1.5139,2.2087,0.15942,0.18543,0.31452,0.27052,0.16315,366.62,306.57,7,6.25,40.26,43.14,-66.1041,-1
2332,友訊         ,200712,39184,51.57,10.2525,1.8268,0.77865,0.12045,0.21586,0.074429,0.092161,0.79206,169.17,102.36,3.37,5.11,-29.46,14.93,-63.1375,-1
2451,創見         ,200712,37805,83.96,10.7918,2.3329,0.82177,0.15076,0.20243,0.074885,0.071308,0.34272,409.81,272.2,7.36,13.15,12.3,11.06,-33.1825,1
3514,昱晶         ,200712,36432,168.28,33.9274,2.8561,2.814,0.040636,0.072376,0.089155,0.071311,0.7811,191.18,36.11,6.81,18.05,9552.82,50209.92,-70.0321,-1
2395,研華         ,200712,36327,58.2,9.5254,1.9776,1.7018,0.16497,0.21053,0.18961,0.18211,0.27617,278.64,195.36,3.71,6.33,-0.01,0.51,-27.7663,1
6286,立錡         ,200712,34804,217.38,14.5113,6.5733,4.2598,0.36255,0.45091,0.29408,0.29222,0.24372,462.42,371.47,5.75,8.23,38.81,42.54,-48.1553,1
2344,華邦電       ,200712,34078,8.99,-5.7261,0.65813,1.017,-0.060901,-0.11425,-0.15685,-0.17667,0.87604,127.7,77.85,5.39,5.95,-284.97,-346.87,-65.6285,-1
2204,中華         ,200712,34017,23.58,17.597,0.71498,0.98744,0.029816,0.039221,0.006796,0.056506,0.31544,256.18,190.69,5.32,6.1,-73.14,-50.93,-63.6556,-1
2323,中環         ,200712,33279,11.3,-16.3768,0.62604,1.0405,-0.022817,-0.03755,-0.016574,-0.063584,0.64575,126.02,82.08,5.63,5.89,-147.29,-988.02,-54.2478,-1
8076,伍豐         ,200712,31918,198.22,11.3269,6.1905,5.6505,0.35578,0.53614,0.18754,0.49654,0.50692,198.75,148.55,5.15,3.21,13.13,169.3,-70.3663,-1
2328,廣宇         ,200712,31346,63.14,25.9835,1.5888,1.8371,0.042285,0.057935,0.073226,0.070563,0.3701,173.05,156.17,16.79,3.25,55.65,52.06,-65.1568,-1
1504,東元         ,200712,30951,13.95,9.5548,0.70313,0.5896,0.039639,0.070901,0.060421,0.061571,0.78867,176.44,101.4,3.03,5.22,87.98,18.98,-32.9032,1
1710,東聯         ,200712,30948,31.77,10.5548,1.802,1.8428,0.1426,0.17063,0.23243,0.17442,0.19656,252.31,220.43,14.62,11.08,84.12,59.41,-61.5046,-1
3195,統寶         ,200712,30837,15.04,-11.4809,2.5842,1.7052,-0.10491,-0.22487,-0.13888,-0.14839,1.1434,87.85,62.46,9.24,6.16,-19.05,5.67,-72.6064,-1
2385,群光         ,200712,30554,43.54,7.559,2.5809,0.48329,0.11395,0.332,0.081878,0.065616,1.9136,130.85,86.15,6.44,5.06,46.77,75.76,-38.9757,1
5371,中光電       ,200712,30278,33.68,6.8735,1.3069,0.29671,0.07569,0.17447,0.053069,0.04321,1.305,146.89,118.29,10.47,4.34,-13.95,0.22,-55.196,-1
6121,新普         ,200712,30151,108.84,9.3345,2.3889,0.87478,0.13925,0.24328,0.11793,0.089087,0.7471,201.92,141.97,7.26,5.06,49.21,45.27,-43.2102,1
3367,英華達       ,200712,30056,44.22,6.2813,1.5344,0.22036,0.085826,0.24413,0.039469,0.035067,1.8445,126.37,91.95,10.6,6.37,47.12,58.17,-59.498,-1
2392,正崴         ,200712,28833,57.01,9.9321,1.3629,0.51365,0.059515,0.13375,0.061865,0.051699,1.2473,150.39,117.09,7.8,4.18,-2.47,-6.37,-43.5888,1
3227,原相         ,200712,28512,206.24,14.8481,4.863,5.1612,0.27627,0.32596,0.33887,0.34595,0.17985,589.52,529.15,5.82,9.57,18.5,11.24,-48.2739,1
2342,茂矽         ,200712,28499,47.45,153.0645,3.0089,8.6746,0.01502,0.018391,0.084827,0.056872,0.22442,225.61,141.42,5.34,5.89,-0.61,-94.15,-72.9189,-1
2485,兆赫         ,200712,28372,78.83,10.4688,3.761,2.0428,0.2456,0.35792,0.23763,0.19498,0.45733,251.09,207.96,8.45,5.23,200.18,175.74,-58.1505,-1
1717,長興         ,200712,28284,24.76,7.9614,1.2756,0.58245,0.07499,0.1589,0.09472,0.073259,1.119,174.95,117.95,5.05,3.97,0.47,10.16,-46.3247,1
2103,台橡         ,200712,27848,33.79,6.7311,1.8741,0.88271,0.1572,0.23567,0.17312,0.13111,0.49922,234.81,175.28,9.63,7.2,45.76,56.29,-36.786,1
3702,大聯大       ,200712,27813,27.97,7.4587,1.4227,0.14059,0.054073,0.17752,0.027788,0.01791,2.2829,158.7,98.36,9.77,7.24,43.88,86.87,-55.6668,-1
2327,國巨         ,200712,27795,10.86,12.0667,0.88078,1.1882,0.043889,0.071103,0.12497,0.098718,0.62007,208,165.81,3.95,3.67,-3.79,10.18,-62.4309,-1
4725,信昌化       ,200712,27328,83.81,9.5674,3.3863,1.3363,0.21944,0.33314,0.17469,0.13148,0.51815,225.9,197.43,25.64,9.66,272.99,330.85,-78.0456,-1
8069,元太         ,200712,27099,38.64,18.2264,2.9723,1.9505,0.081829,0.15476,0.12665,0.10518,0.89121,159.3,95.19,4.51,13.32,386.28,506.35,-63.3799,-1
2401,凌陽         ,200712,27058,41.37,11.7195,1.7725,1.1359,0.098254,0.14676,0.073705,0.10253,0.49369,194.68,142.86,3.86,5.07,-40.11,-33.94,-68.2137,-1
2605,新興         ,200712,26553,37.64,5.5029,1.601,3.4917,0.1482,0.26773,0.53164,0.63434,0.80657,101.5,98.38,0,21.39,7.06,-4.62,-31.1371,1
2362,藍天         ,200712,26417,39.14,18.0369,3.1312,1.4044,0.050292,0.175,0.050873,0.07865,2.4797,96.85,52.76,5.57,14.72,262.98,499.27,-39.4737,1
2377,微星         ,200712,26098,22.68,7.3876,0.89857,0.22411,0.05775,0.12136,0.032135,0.030273,1.1015,159.03,96.97,6.17,6.36,341.72,133.56,-37.2134,1
8163,達方         ,200712,25274,66.37,9.1293,1.8529,0.74148,0.079435,0.17465,0.079027,0.069892,1.1987,129.96,92.1,6.97,4.22,19.84,43.47,-74.2956,-1
3443,創意         ,200712,25228,188.24,29.3666,9.3979,3.0955,0.20193,0.31817,0.10564,0.10482,0.57566,217.18,140.31,7.51,8.79,231.82,208.72,-42.9186,1
2501,國建         ,200712,25013,14.02,25.963,1.1371,3.3947,0.028118,0.043614,0.087354,0.13023,0.55112,203.14,42.54,0.31,10.44,-30.38,-10.45,-50.428,-1
3035,智原         ,200712,24983,60.97,12.1213,3.1888,3.7359,0.21194,0.26232,0.23294,0.30737,0.23774,287.03,249.07,8.08,4.87,-3.13,15.05,-60.1935,-1
8131,福懋科       ,200712,24764,48.62,11.8297,2.4225,2.4129,0.10913,0.19521,0.19219,0.19448,0.7887,103.05,83.76,9.8,5.27,47.09,43.96,-58.0625,-1
2388,威盛         ,200712,24024,42.99,-11.2539,5.6417,3.7124,-0.26036,-0.48856,-0.2332,-0.33008,0.87645,201.18,146.84,3.25,13.53,-110.48,-344.22,-56.7806,-1
2612,中航         ,200712,23723,73.84,8.1953,3.1488,3.9978,0.17483,0.38395,0.43216,0.48795,1.1962,119.27,90.44,0,17.93,50.18,64.8,-41.3868,1
2617,台航         ,200712,23660,47.2,12.7568,2.6592,4.9684,0.13425,0.20813,0.40548,0.38868,0.55039,152.47,123.54,0,29.54,39.48,44.93,-24.8305,1
3019,亞光         ,200712,23011,80.5,9.4042,1.3227,0.60241,0.094986,0.13531,0.070628,0.06455,0.42451,202.93,162.8,13.04,8.68,4.25,-1.22,-53.3168,-1
2458,義隆         ,200712,23009,59.51,34.0057,4.2629,3.9463,0.096356,0.11578,0.11142,0.1088,0.20161,452.39,345.72,5.41,9.71,42.54,162.18,-62.6953,-1
8008,建興電       ,200712,22724,22.31,10.6238,0.97042,0.34323,0.041287,0.084388,0.023736,0.030425,1.0439,134.48,96.03,7.9,5.73,-4.17,156.14,-45.8987,1
9917,中保         ,200712,22404,41.83,9.8192,1.9694,1.7517,0.12553,0.18842,0.20116,0.17822,0.5009,139.29,111.05,13.31,11.57,6.69,11.52,0.83672,1
2411,飛瑞         ,200712,22273,46.97,17.5261,3.3816,1.1498,0.089334,0.19748,0.081638,0.068165,1.2105,141.03,107.49,9.18,4.23,26.74,9.06,-100,-1
3376,新日興       ,200712,22200,141.11,12.9578,3.4765,3.0623,0.17045,0.26837,0.29836,0.23643,0.57446,220.77,194.71,10.7,2.56,23.93,28.4,-53.1359,-1
2391,合勤         ,200712,22091,39.17,12.5545,1.8635,1.2595,0.11348,0.14782,0.092777,0.1003,0.30262,338.96,242.63,4.14,5.39,22.47,15.33,-57.059,-1
8299,群聯         ,200712,22057,126.93,8.9703,2.5705,0.63395,0.17945,0.2791,0.078222,0.068839,0.55534,247.01,166.54,10.94,10.09,37.5,30.18,-62.7905,-1
2014,中鴻         ,200712,21580,15.17,7.2584,1.1751,0.40945,0.082637,0.16192,0.079796,0.056417,0.95938,93.35,11.99,5.66,46.84,-42.92,-47.17,-34.6737,1
1314,中石化       ,200712,21124,11.8,6.9412,0.84648,0.49642,0.060726,0.12175,0.076911,0.071394,1.0049,213.08,118.63,12.09,14.63,66,63.11,-47.2881,1
2374,佳能         ,200712,21017,40.32,7.5084,2.1538,0.43594,0.16938,0.28105,0.072861,0.056896,0.65931,146.21,107.35,21.19,13.93,144.22,113.84,-55.0595,-1
1704,榮化         ,200712,20801,29.56,13.7488,1.569,0.35321,0.035383,0.08007,0.04788,0.025657,1.263,152.56,113.85,9.72,13.7,14.04,-46.35,-38.7348,1
2101,南港         ,200712,20783,30.31,7.8727,1.6157,1.699,0.12704,0.20541,0.14052,0.21595,0.61695,119.3,52.47,4.51,9.01,4.69,50.07,-54.4705,-1
9945,潤泰新       ,200712,20539,25.07,16.2792,1.9586,1.0283,0.047226,0.10908,0.048378,0.063169,1.3098,134.45,30.81,1.58,14.17,-55.79,-23.91,-32.6685,1
9921,巨大         ,200712,20341,51.37,7.9397,1.8789,0.43501,0.085249,0.23042,0.069595,0.054788,1.7029,142.9,86.97,4.33,5.2,54.11,80.23,9.7722,1
9907,統一實       ,200712,20228,11.53,12.5326,0.97054,0.66379,0.034832,0.074893,0.083075,0.052896,1.1502,80.55,33.11,5.47,11.82,50.88,42.69,-24.8916,1
3062,建漢         ,200712,20053,59.25,25.5388,3.9057,1.6061,0.1045,0.1516,0.062797,0.062332,0.45077,263.83,236.87,35.14,6.01,4.27,89.02,-62.8692,-1
2360,致茂         ,200712,19958,48.75,9.3391,2.3082,1.1677,0.15493,0.23722,0.15519,0.12175,0.53112,192.84,130.89,5.49,5.09,67.71,57.97,-63.959,-1
2915,潤泰全       ,200712,19938,26.02,17.3467,2.0849,2.1774,0.050859,0.088336,-0.035741,0.12994,0.73688,110.39,62.64,2.81,15.05,-117.31,9.3,-28.824,1
2350,環電         ,200712,19640,16.41,8.5916,1.0573,0.25493,0.047954,0.11902,0.035145,0.028689,1.482,135.77,100.32,8.2,4.81,25.04,35.69,-53.0774,-1
1440,南紡         ,200712,19266,11.68,10.2456,0.75016,1.041,0.053009,0.073044,0.067601,0.10176,0.37795,175.79,82.35,4.18,12.25,149,279.56,-46.8322,1
2449,京元電       ,200712,19192,14.23,8.521,0.76547,1.1712,0.0488,0.087565,0.15131,0.13813,0.79437,124.73,111.87,86.48,3.7,-24.32,-30.71,-49.9649,1
3311,閎暉         ,200712,19142,96.56,11.2804,3.5074,1.6344,0.147,0.30524,0.18183,0.14483,1.0764,185.79,169.25,13.74,4.52,31.46,23.37,-63.4942,-1
1907,永豐餘       ,200712,19103,10.78,15.4,0.77778,0.38973,0.017994,0.046026,-0.029533,0.025367,1.5578,100.81,68.66,6.63,5.21,-535.6,-2.95,-38.3117,1
3452,益通         ,200712,18924,150.21,11.8837,2.9815,1.5251,0.062976,0.17379,0.10034,0.12831,1.7597,98.35,54.21,6.07,8.55,-20.09,4.9,-54.537,-1
3515,華擎         ,200712,18918,137.02,7.5827,1.9936,1.4871,0.20147,0.23801,0.22134,0.17754,0.18137,761.73,487.89,2.2,13.18,-12.4,-5.96,-67.8587,-1
2349,錸德         ,200712,18839,7.57,757,0.44425,0.68137,0.00036549,0.00060922,0.004764,0.0010151,0.66688,127.93,74.2,3.08,5.81,103.69,99.24,-43.7252,1
2446,全懋         ,200712,18831,25.36,13.8579,1.5231,1.3835,0.060006,0.10933,0.14026,0.099315,0.82197,200.2,134.32,6.21,5.12,-44.53,-52.87,-68.4148,-1
2441,超豐         ,200712,18826,30.81,6.0769,1.5177,1.6467,0.21823,0.24956,0.29112,0.27082,0.14359,491.95,442.16,11.08,4.4,8.61,12.54,-44.1415,1
1503,士電         ,200712,18754,33.09,16.6281,1.3933,1.007,0.041077,0.082377,0.06712,0.060494,1.0054,126.09,63.45,3.05,4.52,4.68,20.12,-8.0689,1
2489,瑞軒         ,200712,18744,23.09,6.3961,1.1958,0.1825,0.053514,0.16816,0.034712,0.026673,2.1423,177.26,116.33,7.77,5.65,133.57,86.81,-63.6639,-1
5608,四維航       ,200712,18365,39.24,7.0703,1.9571,3.8929,0.12844,0.26994,0.46832,0.53688,1.1017,113.94,87.75,0,453.79,33.63,29.07,-28.16,1
2601,益航         ,200712,18167,64.32,19.7908,4.3052,1.6032,0.062384,0.17216,0.13095,0.081113,1.7597,75.72,56.45,0,183.48,132.7,123.7,-57.6182,-1
6605,帝寶         ,200712,18134,97.25,9.6192,2.1407,1.6452,0.12663,0.22202,0.20672,0.17063,0.75322,96.76,52.81,3.25,6.01,14.32,22.52,-59.5373,-1
3041,揚智         ,200712,17998,55.65,22.8074,3.3164,4.2159,0.11818,0.1445,0.2477,0.18365,0.22272,383.68,319.11,4.45,9.05,117.85,-9.8,-65.1213,-1
1723,中碳         ,200712,17652,61.95,9.2601,2.8535,1.8559,0.25805,0.30795,0.22652,0.20042,0.19338,386.09,365.19,33.04,16.5,26.2,19.25,-28.7328,1
2504,國產         ,200712,17576,12.59,12.9794,0.85588,0.79133,0.040671,0.064607,0.04933,0.06103,0.58852,138.82,107.06,10.35,3.31,-26.57,7.93,-31.8507,1
1785,光洋科       ,200712,17565,55.11,4.755,1.3093,0.43319,0.13046,0.26354,0.11576,0.087589,1.0201,219.15,42.38,3.38,12.54,176.11,225.07,-41.5895,1
2707,晶華         ,200712,17520,205.49,14.2801,4.3786,2.8285,0.20591,0.28425,0.23988,0.19801,0.38042,120.24,110.72,90.32,33.02,4.28,8.38,25.6703,1
2331,精英         ,200712,17070,11.81,16.6338,0.63223,0.15116,0.018577,0.037897,0.001003,0.009058,1.04,163.38,115.08,8.09,7.49,108.7,164.72,-52.1592,-1
9940,信義         ,200712,17067,42.89,8.9916,2.5141,1.7006,0.14188,0.27305,0.21281,0.18868,0.92447,106.53,98.42,0,9.4,-12.55,-7.63,-56.2835,-1
1718,中纖         ,200712,17056,9.82,5.9157,0.62152,0.37524,0.0067375,0.060747,0.13698,0.063059,8.0162,444.12,106.31,13.2,8.34,4724.22,170.18,-56.2118,-1
2027,大成鋼       ,200712,16653,29.27,5.4507,1.0913,0.43414,0.073693,0.14688,0.11979,0.067729,0.99306,426.42,114.31,1.98,12.23,3.92,-8.31,-62.9313,-1
2023,燁輝         ,200712,16537,10.45,9.0086,0.56917,0.25714,0.032944,0.062824,0.044633,0.028439,0.90701,145.86,72.65,6.47,11.37,-14.14,-16.21,-16.9378,1
5531,鄉林         ,200712,16432,37.92,6.2574,2.1718,1.7531,0.14652,0.34653,0.28133,0.28031,1.365,162.34,17.12,0.48,3.05,42.84,42.88,-69.5939,-1
2340,光磊         ,200712,16384,29.81,16.5611,2.48,2.0788,0.087241,0.14796,0.1405,0.12456,0.69597,134.59,81.79,3.3,3.91,-31.08,181.65,-63.7035,-1
1304,台聚         ,200712,16199,16.35,8.1343,0.94838,0.21091,0.029393,0.060208,0.044592,0.026028,1.0484,206.1,141.3,6.93,8.24,123.46,115.47,-47.7064,1
2511,太子         ,200712,16182,16.16,36.7273,1.3344,1.0555,0.009518,0.035967,0.04141,0.028872,2.7789,145.5,22.27,0.59,3.85,-48.7,-80.89,-70.6064,-1
2607,榮運         ,200712,16167,14.36,17.0952,0.78728,2.3087,0.037153,0.046014,0.13598,0.1355,0.23851,203.9,189.94,0,8.71,7.22,-29.94,22.9805,1
2542,興富發       ,200712,16148,20.04,4.936,1.3141,0.87168,0.075921,0.26621,0.16431,0.17656,2.5064,144.64,15.9,0.5,8.94,8.76,15.44,-43.014,1
6176,瑞儀         ,200712,16126,31.91,6.3439,0.95596,0.38929,0.069674,0.14751,0.077416,0.061335,1.1171,175.03,159.17,14.01,2.56,10.34,11.47,-44.6882,1
2363,矽統         ,200712,15930,20.59,-15.2519,1.9722,4.409,-0.11399,-0.12866,-0.23645,-0.28793,0.12872,302.7,224.2,6.23,8.8,-238.05,-1241.5,-58.2322,-1
2439,美律         ,200712,15877,78.34,13.9147,2.7449,1.409,0.11508,0.1963,0.12862,0.10134,0.70567,195.34,130.34,7.21,4.39,23.29,18,-74.6873,-1
2312,金寶         ,200712,15622,9.98,12.321,0.60817,0.50583,0.03212,0.048814,0.027079,0.040859,0.51973,112.43,81.65,10.93,6.81,-53.86,2.65,-39.3788,1
2227,裕日車       ,200712,15540,49.43,10.0878,1.0393,0.54319,0.081833,0.10311,0.021326,0.053896,0.26004,174.23,161.82,333.44,26.48,-44.51,-19.1,-54.6834,-1
3518,柏騰         ,200712,15458,164.65,11.0801,2.9271,6.0489,0.20062,0.23761,0.50452,0.49095,0.18436,494.83,473.26,14.89,2.01,64.4,60.93,-70.744,-1
1210,大成         ,200712,15188,27.82,9.9357,1.3248,0.19576,0.043512,0.087954,0.029842,0.019558,1.0214,163.21,83.08,8.98,13.78,96.04,50,-23.3645,1
5009,榮剛         ,200712,15136,42.64,9.8476,2.1766,1.109,0.08529,0.19142,0.14681,0.1115,1.2443,188.73,75.25,2.28,5.35,25.46,36.24,-77.2045,-1
2526,大陸         ,200712,15042,15.84,8.1649,0.81314,0.56693,0.039131,0.090299,0.058825,0.069353,1.3076,110.12,42.46,2.5,6.44,14.96,-26.9,-46.0227,1
2104,中橡         ,200712,15001,28.36,10.0567,0.90752,0.64469,0.043144,0.079386,0.10272,0.064149,0.84003,175.09,110.87,5.24,4.82,-2.49,50.76,0.95205,1
1409,新纖         ,200712,14904,9.8,21.3043,0.784,0.44304,0.0078219,0.027793,0.014669,0.01984,2.5533,220.4,135.71,6.19,8.39,166.83,580.49,-54.0816,-1
2368,金像電       ,200712,14791,25.72,9.6692,1.4393,0.67101,0.052921,0.14874,0.086665,0.069363,1.8107,114.71,94.21,8.86,2.86,20.11,6.63,-73.8725,-1
1736,喬山         ,200712,14696,72.98,24.3267,2.6252,1.1526,0.050793,0.10694,0.037329,0.047443,1.1054,147.73,85.19,2.56,4.97,-76.48,-71.61,-72.4171,-1
1313,聯成         ,200712,14649,15.26,6.1781,0.83388,0.37111,0.074401,0.13369,0.043375,0.060431,0.7969,352.53,230.64,6.4,8.39,3.11,7.9,-39.8427,1
2417,圓剛         ,200712,14584,54.25,11.3732,2.8153,2.5327,0.19627,0.2444,0.20318,0.21987,0.24524,365.57,281.57,4.17,7.78,71.42,70.58,-63.0968,-1
1103,嘉泥         ,200712,14551,18.98,10.5444,0.61543,0.98546,0.032273,0.051617,0.11756,0.093616,0.59939,319.37,294.15,8.57,7.72,66.1,-64.28,-35.0369,1
2206,三陽         ,200712,14416,16.34,13.5041,0.8842,0.37572,0.024855,0.056074,0.017521,0.027723,1.256,143.76,81.49,4.65,21.94,-24.02,7.8,-62.3011,-1
3356,奇偶         ,200712,14389,243.47,17.1821,8.8086,7.9591,0.47064,0.51269,0.4761,0.46327,0.08936,1164.01,1010.9,4.18,18.85,27.26,26.94,-58.1797,-1
9933,中鼎         ,200712,14122,18.25,8.5681,1.1812,0.25528,0.031694,0.12997,0.034852,0.029739,3.1007,133.29,44.93,3.58,16.73,61.99,29.49,9.6438,1
3006,晶豪科       ,200712,14096,53.9,15.8529,1.9765,1.7713,0.097512,0.12399,0.10226,0.11186,0.27155,447.29,349.06,3.59,11.77,184.88,83.14,-63.9703,-1
2376,技嘉         ,200712,14093,17.9,9.0404,0.60575,0.22753,0.039109,0.06773,0.026447,0.025519,0.73185,182.89,114.14,5.48,9.28,2133.53,1133.81,-41.676,1
5203,訊連         ,200712,13875,110.68,11.0349,2.6221,3.1915,0.19667,0.23708,0.30549,0.2885,0.20548,540.39,538.45,5.28,11.02,24.45,18.93,-1.6534,1
3005,神基         ,200712,13865,21.8,6.5465,1.1214,0.79678,0.065264,0.11409,0.058998,0.08558,0.74811,139.42,102.99,5.71,5.47,431.9,215.22,-40.5046,1
3293,鈊象         ,200712,13799,174.24,9.9395,4.2498,3.9808,0.3476,0.41885,0.49175,0.40054,0.20498,508.66,439.91,3.13,9.19,66.34,67.39,-37.3221,1
